t,n,e,d,vn,ve,vd,phi,theta,psi,p,q,r,phiE,thetaE,psiE,nE,eE,dE,vnE,veE,vdE,T1,T2,T3,T4
54.440000,4.676342,2.345452,-0.437459,-0.010595,-0.005611,0.240761,-0.000097,-0.000494,-0.009272,-0.001753,0.001410,-0.002459,-0.000605,-0.000818,-0.008153,4.676297,2.345244,-0.434901,-0.010509,-0.011817,0.245296,2.425693,2.410666,2.422082,2.414302,
54.450000,4.676236,2.345396,-0.435051,-0.010548,-0.005621,0.242659,-0.000114,-0.000480,-0.009297,-0.001216,0.001510,-0.002387,-0.000581,-0.000986,-0.008222,4.676388,2.345183,-0.432344,-0.007644,-0.011211,0.248508,2.433248,2.411729,2.429210,2.413302,
54.460000,4.676131,2.345340,-0.432625,-0.010502,-0.005632,0.244416,-0.000126,-0.000465,-0.009321,-0.000588,0.001678,-0.002254,-0.000795,-0.000929,-0.008542,4.676268,2.344821,-0.429952,-0.008567,-0.014402,0.248939,2.435040,2.411995,2.431740,2.414796,
54.470000,4.676026,2.345283,-0.430181,-0.010457,-0.005645,0.246047,-0.000132,-0.000448,-0.009343,0.000130,0.001829,-0.002069,-0.000393,-0.000751,-0.008865,4.676012,2.345147,-0.427532,-0.011007,-0.007400,0.249353,2.435319,2.413732,2.435283,2.415313,
54.480000,4.675921,2.345227,-0.427720,-0.010414,-0.005658,0.247567,-0.000131,-0.000430,-0.009364,0.000761,0.001896,-0.001837,-0.000505,-0.000594,-0.008948,4.675695,2.344906,-0.424903,-0.014122,-0.009721,0.252989,2.444408,2.413142,2.444002,2.414267,
54.490000,4.675817,2.345170,-0.425244,-0.010372,-0.005671,0.248964,-0.000123,-0.000411,-0.009382,0.001321,0.001923,-0.001529,-0.000226,-0.000671,-0.008962,4.675695,2.345093,-0.422560,-0.012207,-0.005646,0.251418,2.444121,2.412284,2.446242,2.413142,
54.500000,4.675713,2.345114,-0.422755,-0.010333,-0.005683,0.250263,-0.000110,-0.000392,-0.009398,0.001724,0.001840,-0.001153,-0.000237,-0.000454,-0.008820,4.675352,2.345009,-0.420153,-0.015400,-0.006094,0.251211,2.438626,2.419194,2.440721,2.421445,
54.510000,4.675610,2.345057,-0.420252,-0.010295,-0.005694,0.251476,-0.000093,-0.000373,-0.009409,0.002052,0.001620,-0.000775,0.000098,-0.000394,-0.008697,4.675190,2.345289,-0.417530,-0.015666,-0.000517,0.253881,2.441164,2.422509,2.446672,2.422900,
54.520000,4.675507,2.345000,-0.417737,-0.010259,-0.005704,0.252593,-0.000072,-0.000357,-0.009417,0.002133,0.001236,-0.000388,-0.000034,-0.000431,-0.008679,4.675088,2.345119,-0.414946,-0.014468,-0.002638,0.255551,2.441756,2.428511,2.444030,2.429123,
54.530000,4.675405,2.344943,-0.415212,-0.010224,-0.005711,0.253613,-0.000051,-0.000345,-0.009421,0.002140,0.000826,-0.000022,-0.000074,-0.000676,-0.008376,4.675243,2.345016,-0.412632,-0.009785,-0.003644,0.252420,2.436626,2.432532,2.437748,2.431740,
54.540000,4.675302,2.344886,-0.412675,-0.010191,-0.005716,0.254565,-0.000030,-0.000336,-0.009421,0.002077,0.000486,0.000291,0.000292,-0.000782,-0.008731,4.675270,2.345401,-0.410202,-0.008000,0.002374,0.251626,2.442315,2.429019,2.443765,2.426031,
54.550000,4.675200,2.344828,-0.410130,-0.010158,-0.005720,0.255458,-0.000009,-0.000331,-0.009418,0.001870,0.000269,0.000604,0.000175,-0.000663,-0.008862,4.675043,2.345285,-0.407974,-0.010373,0.000409,0.247905,2.442380,2.424987,2.443896,2.423160,
54.560000,4.675099,2.344771,-0.407575,-0.010126,-0.005721,0.256317,0.000010,-0.000329,-0.009412,0.001586,0.000106,0.000930,-0.000036,-0.000341,-0.008665,4.674546,2.345012,-0.405466,-0.016129,-0.003902,0.249145,2.443214,2.427059,2.445628,2.427265,
54.570000,4.674998,2.344714,-0.405012,-0.010094,-0.005720,0.257131,0.000026,-0.000328,-0.009403,0.001281,-0.000116,0.001260,-0.000134,-0.000361,-0.008894,4.674391,2.344806,-0.402852,-0.016042,-0.006583,0.251210,2.447237,2.428736,2.449365,2.429249,
54.580000,4.674897,2.344657,-0.402441,-0.010062,-0.005718,0.257886,0.000038,-0.000329,-0.009390,0.000980,-0.000388,0.001602,-0.000080,-0.000304,-0.008652,4.674166,2.344784,-0.399960,-0.016876,-0.005665,0.257574,2.450155,2.437632,2.452399,2.439281,
54.590000,4.674796,2.344600,-0.399862,-0.010030,-0.005715,0.258544,0.000048,-0.000333,-0.009374,0.000718,-0.000743,0.001926,-0.000265,-0.000442,-0.008456,4.674130,2.344506,-0.397430,-0.014725,-0.008492,0.257835,2.446919,2.445058,2.446718,2.446609,
54.600000,4.674696,2.344543,-0.397276,-0.009998,-0.005710,0.259114,0.000055,-0.000340,-0.009355,0.000571,-0.001075,0.002189,-0.000198,-0.000487,-0.008294,4.674012,2.344459,-0.394552,-0.014559,-0.007570,0.262374,2.450154,2.451507,2.451090,2.451925,
54.610000,4.674596,2.344485,-0.394685,-0.009964,-0.005705,0.259573,0.000061,-0.000351,-0.009333,0.000434,-0.001388,0.002396,-0.000129,-0.000614,-0.008201,4.674034,2.344435,-0.391968,-0.011962,-0.006512,0.262091,2.449634,2.453913,2.450799,2.454646,
54.620000,4.674496,2.344428,-0.392090,-0.009930,-0.005699,0.259936,0.000065,-0.000365,-0.009309,0.000310,-0.001706,0.002545,-0.000138,-0.000852,-0.007971,4.674157,2.344355,-0.389310,-0.008221,-0.006704,0.263013,2.448895,2.461175,2.446934,2.460066,
54.630000,4.674397,2.344371,-0.389490,-0.009894,-0.005693,0.260206,0.000069,-0.000382,-0.009284,0.000240,-0.001851,0.002613,-0.000215,-0.001100,-0.007802,4.674309,2.344202,-0.386801,-0.004390,-0.007829,0.261022,2.457702,2.453540,2.453542,2.451331,
54.640000,4.674298,2.344314,-0.386888,-0.009857,-0.005687,0.260403,0.000071,-0.000400,-0.009258,0.000254,-0.001743,0.002680,-0.000374,-0.001286,-0.007801,4.674443,2.343952,-0.384030,-0.001688,-0.009987,0.263678,2.455896,2.462548,2.450389,2.460797,
54.650000,4.674199,2.344258,-0.384284,-0.009817,-0.005680,0.260514,0.000073,-0.000418,-0.009231,0.000398,-0.001399,0.002700,-0.000325,-0.001336,-0.007918,4.674473,2.343927,-0.381277,-0.001105,-0.008881,0.265839,2.464253,2.459775,2.459318,2.458270,
54.660000,4.674101,2.344201,-0.381679,-0.009776,-0.005674,0.260533,0.000077,-0.000432,-0.009204,0.000634,-0.000897,0.002727,0.000043,-0.001496,-0.008096,4.674646,2.344265,-0.378844,0.002093,-0.002570,0.262128,2.463047,2.458653,2.459627,2.454030,
54.670000,4.674003,2.344144,-0.379074,-0.009734,-0.005666,0.260491,0.000084,-0.000441,-0.009176,0.000780,-0.000210,0.002768,0.000218,-0.001447,-0.008306,4.674575,2.344429,-0.376217,0.000563,0.000440,0.262753,2.464223,2.461342,2.461829,2.455087,
54.680000,4.673906,2.344087,-0.376469,-0.009691,-0.005659,0.260386,0.000092,-0.000443,-0.009149,0.000761,0.000645,0.002821,0.000001,-0.001323,-0.008281,4.674431,2.344199,-0.373943,-0.001684,-0.002775,0.257276,2.459691,2.458517,2.456999,2.455388,
54.690000,4.673809,2.344031,-0.373865,-0.009647,-0.005650,0.260254,0.000099,-0.000436,-0.009121,0.000730,0.001534,0.002868,0.000023,-0.001148,-0.008201,4.674214,2.344201,-0.371284,-0.004423,-0.002431,0.258541,2.459908,2.461855,2.458544,2.459400,
54.700000,4.673713,2.343974,-0.371262,-0.009604,-0.005641,0.260082,0.000106,-0.000421,-0.009092,0.000667,0.002381,0.002901,-0.000122,-0.000933,-0.008158,4.673939,2.343997,-0.368594,-0.007619,-0.005424,0.259662,2.463746,2.460966,2.463315,2.460421,
54.710000,4.673617,2.343918,-0.368661,-0.009563,-0.005631,0.259861,0.000113,-0.000397,-0.009063,0.000612,0.003093,0.002938,-0.000170,-0.000821,-0.008093,4.673769,2.343908,-0.365942,-0.008513,-0.006015,0.260423,2.464932,2.462826,2.464270,2.464008,
54.720000,4.673521,2.343862,-0.366063,-0.009523,-0.005620,0.259585,0.000119,-0.000366,-0.009034,0.000633,0.003644,0.002972,-0.000177,-0.000451,-0.007871,4.673314,2.343838,-0.363651,-0.013869,-0.006473,0.255588,2.459726,2.460800,2.461799,2.463796,
54.730000,4.673426,2.343805,-0.363467,-0.009487,-0.005608,0.259286,0.000125,-0.000330,-0.009004,0.000683,0.003906,0.002994,-0.000184,-0.000923,-0.007505,4.673764,2.343764,-0.361058,-0.005321,-0.006889,0.255637,2.459691,2.466300,2.458641,2.466814,
54.740000,4.673331,2.343749,-0.360874,-0.009455,-0.005596,0.258957,0.000132,-0.000291,-0.008974,0.000778,0.004135,0.002981,-0.000135,-0.000695,-0.007331,4.673539,2.343739,-0.358568,-0.007505,-0.006116,0.254890,2.456841,2.468646,2.458389,2.470306,
54.750000,4.673236,2.343693,-0.358285,-0.009426,-0.005584,0.258598,0.000140,-0.000250,-0.008944,0.000857,0.004204,0.002924,-0.000213,-0.000341,-0.007291,4.673086,2.343583,-0.355737,-0.013393,-0.007737,0.258512,2.459636,2.473713,2.460916,2.476456,
54.760000,4.673142,2.343638,-0.355699,-0.009401,-0.005570,0.258184,0.000149,-0.000208,-0.008915,0.000973,0.004117,0.002819,-0.000172,-0.000337,-0.007362,4.673005,2.343528,-0.353318,-0.012307,-0.007255,0.255381,2.456474,2.474243,2.458708,2.476738,
54.770000,4.673048,2.343582,-0.353117,-0.009381,-0.005556,0.257733,0.000158,-0.000166,-0.008887,0.001075,0.003880,0.002663,-0.000120,-0.000405,-0.007341,4.673035,2.343471,-0.350799,-0.009668,-0.007443,0.254506,2.463656,2.468502,2.466098,2.470317,
54.780000,4.672954,2.343526,-0.350539,-0.009364,-0.005540,0.257248,0.000169,-0.000128,-0.008860,0.001134,0.003541,0.002521,-0.000187,-0.000462,-0.007396,4.673044,2.343301,-0.348292,-0.007439,-0.008859,0.253397,2.462496,2.471953,2.462488,2.473322,
54.790000,4.672861,2.343471,-0.347967,-0.009351,-0.005523,0.256733,0.000180,-0.000092,-0.008835,0.001230,0.003221,0.002366,0.000070,-0.000367,-0.007255,4.672913,2.343489,-0.345774,-0.007569,-0.004377,0.252402,2.462145,2.472926,2.463989,2.473247,
54.800000,4.672767,2.343416,-0.345400,-0.009342,-0.005506,0.256190,0.000193,-0.000060,-0.008811,0.001252,0.002888,0.002202,0.000146,-0.000328,-0.007107,4.672830,2.343492,-0.342834,-0.007884,-0.004159,0.258186,2.461159,2.485536,2.463538,2.485307,
54.810000,4.672674,2.343361,-0.342838,-0.009336,-0.005487,0.255578,0.000205,-0.000031,-0.008789,0.001179,0.002546,0.001979,0.000298,-0.000109,-0.006881,4.672503,2.343604,-0.340427,-0.011649,-0.001910,0.254945,2.459559,2.484492,2.462489,2.484096,
54.820000,4.672580,2.343306,-0.340282,-0.009333,-0.005467,0.254920,0.000217,-0.000006,-0.008769,0.001002,0.002183,0.001707,0.000069,-0.000080,-0.006934,4.672385,2.343321,-0.337754,-0.010959,-0.005827,0.256039,2.462672,2.485072,2.464484,2.487035,
54.830000,4.672487,2.343251,-0.337733,-0.009332,-0.005445,0.254208,0.000227,0.000016,-0.008752,0.000866,0.001759,0.001400,0.000047,0.000083,-0.006769,4.672105,2.343201,-0.335363,-0.013644,-0.006805,0.252796,2.461528,2.483245,2.464467,2.485080,
54.840000,4.672394,2.343197,-0.335191,-0.009334,-0.005423,0.253464,0.000236,0.000034,-0.008738,0.000718,0.001251,0.001069,-0.000058,0.000111,-0.006665,4.671954,2.343030,-0.332679,-0.013263,-0.008270,0.254404,2.461479,2.488481,2.462498,2.492053,
54.850000,4.672300,2.343142,-0.332656,-0.009337,-0.005399,0.252672,0.000243,0.000046,-0.008727,0.000690,0.000682,0.000692,-0.000090,-0.000092,-0.006611,4.672070,2.342862,-0.330167,-0.009844,-0.009726,0.253079,2.466053,2.485419,2.467291,2.486797,
54.860000,4.672207,2.343088,-0.330129,-0.009341,-0.005375,0.251842,0.000250,0.000053,-0.008721,0.000673,0.000134,0.000312,-0.000084,-0.000183,-0.006787,4.672059,2.342739,-0.327561,-0.008374,-0.010195,0.252982,2.471540,2.483703,2.471040,2.484196,
54.870000,4.672114,2.343035,-0.327611,-0.009346,-0.005351,0.250969,0.000257,0.000054,-0.008717,0.000694,-0.000303,-0.000043,-0.000003,-0.000183,-0.006744,4.671968,2.342700,-0.324964,-0.008554,-0.008993,0.253361,2.470533,2.487565,2.470664,2.488044,
54.880000,4.672020,2.342981,-0.325101,-0.009351,-0.005325,0.250051,0.000263,0.000051,-0.008718,0.000723,-0.000675,-0.000395,0.000338,-0.000193,-0.006880,4.671858,2.342989,-0.322403,-0.008708,-0.003595,0.252796,2.466982,2.493604,2.467536,2.492110,
54.890000,4.671927,2.342928,-0.322601,-0.009356,-0.005299,0.249089,0.000271,0.000045,-0.008722,0.000674,-0.000939,-0.000779,0.000328,-0.000279,-0.006890,4.671869,2.342929,-0.320060,-0.007039,-0.003899,0.249357,2.470146,2.487146,2.471106,2.486205,
54.900000,4.671833,2.342875,-0.320110,-0.009360,-0.005272,0.248104,0.000277,0.000035,-0.008730,0.000568,-0.001152,-0.001151,0.000307,-0.000117,-0.006770,4.671585,2.342838,-0.317811,-0.009982,-0.004386,0.244899,2.469037,2.483619,2.470514,2.482557,
54.910000,4.671739,2.342822,-0.317629,-0.009364,-0.005245,0.247118,0.000283,0.000024,-0.008741,0.000393,-0.001336,-0.001502,0.000196,-0.000233,-0.006625,4.671584,2.342661,-0.315276,-0.008415,-0.006282,0.244976,2.469221,2.486731,2.468859,2.486216,
54.920000,4.671646,2.342770,-0.315158,-0.009366,-0.005217,0.246120,0.000287,0.000010,-0.008756,0.000247,-0.001452,-0.001852,0.000240,-0.000046,-0.006968,4.671277,2.342613,-0.312704,-0.011981,-0.006149,0.246210,2.476350,2.482270,2.478616,2.482643,
54.930000,4.671552,2.342718,-0.312696,-0.009366,-0.005188,0.245095,0.000289,-0.000004,-0.008775,0.000064,-0.001639,-0.002152,0.000531,-0.000291,-0.006951,4.671424,2.342899,-0.310267,-0.007979,-0.001224,0.244827,2.474887,2.485578,2.475814,2.484320,
54.940000,4.671458,2.342666,-0.310245,-0.009366,-0.005159,0.244047,0.000290,-0.000020,-0.008796,-0.000160,-0.001776,-0.002430,0.000433,-0.000413,-0.007010,4.671486,2.342778,-0.307589,-0.005549,-0.002973,0.247182,2.477350,2.489579,2.477787,2.488303,
54.950000,4.671365,2.342614,-0.307805,-0.009364,-0.005131,0.242956,0.000289,-0.000038,-0.008820,-0.000399,-0.001857,-0.002698,0.000575,-0.000527,-0.006675,4.671514,2.342910,-0.304989,-0.004457,-0.000537,0.247653,2.481241,2.490584,2.480999,2.486809,
54.960000,4.671271,2.342563,-0.305375,-0.009359,-0.005102,0.241818,0.000285,-0.000057,-0.008847,-0.000716,-0.001779,-0.002943,0.000561,-0.000370,-0.006480,4.671275,2.342881,-0.302613,-0.007664,-0.000962,0.244901,2.467805,2.500509,2.469391,2.498426,
54.970000,4.671178,2.342512,-0.302957,-0.009354,-0.005074,0.240648,0.000277,-0.000075,-0.008877,-0.001099,-0.001699,-0.003263,0.000566,-0.000477,-0.006624,4.671246,2.342883,-0.300397,-0.006970,-0.000605,0.240536,2.478639,2.487123,2.478173,2.483532,
54.980000,4.671084,2.342461,-0.300551,-0.009346,-0.005046,0.239470,0.000266,-0.000092,-0.008910,-0.001516,-0.001492,-0.003546,0.000338,-0.000498,-0.007243,4.671218,2.342652,-0.297944,-0.006434,-0.004071,0.240021,2.482839,2.482475,2.482612,2.482899,
54.990000,4.670991,2.342411,-0.298156,-0.009337,-0.005020,0.238280,0.000251,-0.000106,-0.008945,-0.001826,-0.001333,-0.003772,0.000142,-0.000468,-0.007117,4.671117,2.342421,-0.295644,-0.006987,-0.007077,0.237468,2.478865,2.485229,2.477466,2.486209,
55.000000,4.670897,2.342360,-0.295773,-0.009326,-0.004995,0.237085,0.000233,-0.000120,-0.008983,-0.001991,-0.001191,-0.003984,0.000037,-0.000556,-0.007001,4.671113,2.342249,-0.293008,-0.006303,-0.008915,0.239880,2.484895,2.486512,2.482220,2.486649,
55.010000,4.670804,2.342310,-0.293402,-0.009314,-0.004972,0.235862,0.000213,-0.000132,-0.009023,-0.002023,-0.000988,-0.004165,0.000071,-0.000603,-0.007094,4.671081,2.342241,-0.290731,-0.004953,-0.008012,0.236699,2.483696,2.485481,2.480411,2.485699,
55.020000,4.670711,2.342261,-0.291044,-0.009300,-0.004951,0.234627,0.000193,-0.000142,-0.009064,-0.001925,-0.000716,-0.004324,-0.000060,-0.000303,-0.007394,4.670669,2.342012,-0.288326,-0.010474,-0.010338,0.236159,2.487682,2.481139,2.486774,2.482888,
55.030000,4.670618,2.342211,-0.288697,-0.009286,-0.004932,0.233375,0.000174,-0.000149,-0.009107,-0.001752,-0.000529,-0.004430,0.000225,-0.000370,-0.007517,4.670635,2.342237,-0.286231,-0.009317,-0.005412,0.231326,2.482428,2.481394,2.482771,2.481577,
55.040000,4.670525,2.342162,-0.286364,-0.009271,-0.004915,0.232130,0.000156,-0.000154,-0.009152,-0.001620,-0.000398,-0.004511,0.000148,-0.000453,-0.007617,4.670652,2.342070,-0.284087,-0.007602,-0.007164,0.227235,2.480712,2.479024,2.481248,2.479200,
55.050000,4.670432,2.342113,-0.284042,-0.009256,-0.004900,0.230907,0.000140,-0.000158,-0.009197,-0.001527,-0.000318,-0.004568,0.000185,-0.000465,-0.007724,4.670602,2.342071,-0.282084,-0.007169,-0.006572,0.222354,2.481604,2.473001,2.480796,2.474144,
55.060000,4.670340,2.342064,-0.281733,-0.009240,-0.004886,0.229723,0.000125,-0.000161,-0.009243,-0.001383,-0.000266,-0.004583,0.000011,-0.000685,-0.007946,4.670746,2.341838,-0.279749,-0.003689,-0.008796,0.223108,2.487510,2.472828,2.483678,2.472462,
55.070000,4.670247,2.342015,-0.279436,-0.009224,-0.004874,0.228556,0.000111,-0.000164,-0.009288,-0.001146,-0.000076,-0.004544,0.000130,-0.000443,-0.008046,4.670404,2.341889,-0.277375,-0.008163,-0.006851,0.224249,2.488811,2.474074,2.487907,2.473860,
55.080000,4.670155,2.341966,-0.277151,-0.009208,-0.004863,0.227386,0.000099,-0.000165,-0.009334,-0.000932,0.000115,-0.004454,0.000240,-0.000254,-0.008016,4.670067,2.341966,-0.275275,-0.011636,-0.004344,0.221185,2.486079,2.473602,2.486202,2.473778,
55.090000,4.670063,2.341917,-0.274877,-0.009191,-0.004853,0.226225,0.000090,-0.000163,-0.009378,-0.000758,0.000258,-0.004333,0.000035,-0.000304,-0.008403,4.670033,2.341702,-0.273233,-0.010113,-0.007841,0.217608,2.491106,2.463994,2.491367,2.466548,
55.100000,4.669971,2.341869,-0.272614,-0.009175,-0.004844,0.225083,0.000082,-0.000161,-0.009422,-0.000539,0.000272,-0.004132,-0.000261,-0.000287,-0.008642,4.669928,2.341316,-0.271001,-0.010210,-0.012144,0.217370,2.492376,2.464726,2.490812,2.468855,
55.110000,4.669879,2.341820,-0.270364,-0.009159,-0.004836,0.223949,0.000077,-0.000158,-0.009463,-0.000162,0.000193,-0.003872,-0.000105,-0.000094,-0.008587,4.669609,2.341414,-0.268550,-0.013498,-0.008992,0.220291,2.492404,2.470826,2.492248,2.474957,
55.120000,4.669788,2.341772,-0.268124,-0.009143,-0.004829,0.222794,0.000076,-0.000156,-0.009502,0.000292,-0.000010,-0.003587,-0.000009,-0.000020,-0.008675,4.669405,2.341489,-0.266242,-0.014328,-0.006409,0.220236,2.497735,2.467229,2.498410,2.471512,
55.130000,4.669696,2.341724,-0.265896,-0.009128,-0.004821,0.221614,0.000078,-0.000156,-0.009538,0.000782,-0.000349,-0.003243,-0.000158,0.000000,-0.009014,4.669259,2.341252,-0.264089,-0.013861,-0.008707,0.218716,2.498439,2.466323,2.499879,2.469992,
55.140000,4.669605,2.341676,-0.263680,-0.009112,-0.004814,0.220414,0.000086,-0.000160,-0.009570,0.001252,-0.000800,-0.002844,0.000000,-0.000007,-0.009133,4.669131,2.341314,-0.261597,-0.013616,-0.006517,0.222234,2.505792,2.467250,2.508121,2.469004,
55.150000,4.669514,2.341627,-0.261476,-0.009096,-0.004805,0.219167,0.000099,-0.000168,-0.009598,0.001609,-0.001305,-0.002370,-0.000121,-0.000262,-0.009052,4.669247,2.341092,-0.259540,-0.010097,-0.009171,0.218523,2.502028,2.469594,2.501064,2.470460,
55.160000,4.669423,2.341579,-0.259284,-0.009079,-0.004796,0.217896,0.000115,-0.000181,-0.009622,0.001959,-0.001706,-0.001865,-0.000044,-0.000581,-0.009298,4.669504,2.341053,-0.257372,-0.004814,-0.008415,0.217321,2.506403,2.466485,2.505267,2.465717,
55.170000,4.669332,2.341531,-0.257105,-0.009061,-0.004785,0.216605,0.000134,-0.000198,-0.009641,0.002251,-0.001960,-0.001301,0.000114,-0.000423,-0.009572,4.669274,2.341136,-0.255276,-0.007372,-0.005572,0.214180,2.506413,2.462881,2.506755,2.462590,
55.180000,4.669242,2.341484,-0.254939,-0.009041,-0.004771,0.215308,0.000157,-0.000217,-0.009654,0.002463,-0.002164,-0.000675,0.000337,-0.000457,-0.009397,4.669215,2.341302,-0.253051,-0.007179,-0.002638,0.213999,2.499513,2.472388,2.500525,2.470121,
55.190000,4.669151,2.341436,-0.252786,-0.009020,-0.004756,0.213999,0.000182,-0.000239,-0.009661,0.002517,-0.002283,-0.000059,0.000699,-0.000504,-0.009353,4.669193,2.341648,-0.250752,-0.006228,0.002595,0.214952,2.502399,2.473102,2.505442,2.469066,
55.200000,4.669061,2.341388,-0.250646,-0.008996,-0.004738,0.212665,0.000207,-0.000262,-0.009661,0.002310,-0.002344,0.000565,0.000914,-0.000296,-0.009621,4.668889,2.341915,-0.248453,-0.009872,0.006461,0.216108,2.503803,2.474443,2.508458,2.471382,
55.210000,4.668971,2.341341,-0.248520,-0.008969,-0.004718,0.211295,0.000230,-0.000285,-0.009656,0.001871,-0.002448,0.001197,0.000665,-0.000147,-0.009624,4.668578,2.341676,-0.246196,-0.012565,0.001916,0.216076,2.505647,2.474922,2.509097,2.472832,
55.220000,4.668881,2.341294,-0.246407,-0.008941,-0.004695,0.209887,0.000249,-0.000310,-0.009644,0.001324,-0.002580,0.001836,0.000507,-0.000218,-0.009570,4.668476,2.341473,-0.244232,-0.012452,-0.001212,0.211918,2.500757,2.476044,2.503306,2.473844,
55.230000,4.668792,2.341247,-0.244308,-0.008910,-0.004671,0.208466,0.000262,-0.000336,-0.009625,0.000719,-0.002698,0.002456,0.000361,-0.000429,-0.009668,4.668581,2.341262,-0.242139,-0.008925,-0.003514,0.210172,2.506990,2.469294,2.508591,2.468015,
55.240000,4.668703,2.341200,-0.242223,-0.008876,-0.004645,0.207037,0.000269,-0.000363,-0.009601,0.000133,-0.002803,0.003109,0.000545,-0.000567,-0.009472,4.668619,2.341397,-0.240162,-0.006780,-0.001069,0.207287,2.497988,2.477126,2.499431,2.473643,
55.250000,4.668614,2.341154,-0.240153,-0.008840,-0.004619,0.205611,0.000270,-0.000391,-0.009570,-0.000510,-0.002816,0.003724,0.000649,-0.000787,-0.009688,4.668742,2.341515,-0.238242,-0.003836,0.000798,0.203173,2.497376,2.475188,2.496384,2.470740,
55.260000,4.668526,2.341107,-0.238097,-0.008801,-0.004592,0.204203,0.000265,-0.000419,-0.009532,-0.001146,-0.002633,0.004312,0.000511,-0.000589,-0.009930,4.668439,2.341372,-0.236398,-0.008111,-0.000884,0.198605,2.494694,2.470898,2.495333,2.468748,
55.270000,4.668438,2.341062,-0.236055,-0.008759,-0.004566,0.202832,0.000254,-0.000445,-0.009489,-0.001754,-0.002434,0.004884,0.000433,-0.000980,-0.009964,4.668780,2.341304,-0.234486,-0.001843,-0.001627,0.195785,2.497942,2.467110,2.495799,2.464184,
55.280000,4.668350,2.341016,-0.234026,-0.008714,-0.004541,0.201497,0.000236,-0.000470,-0.009440,-0.002268,-0.002095,0.005465,0.000353,-0.000681,-0.009868,4.668425,2.341236,-0.232155,-0.006510,-0.002393,0.200162,2.498521,2.473141,2.498241,2.472924,
55.290000,4.668263,2.340970,-0.232011,-0.008667,-0.004518,0.200158,0.000213,-0.000490,-0.009386,-0.002677,-0.001807,0.006032,0.000269,-0.000625,-0.009924,4.668251,2.341139,-0.230094,-0.008225,-0.003595,0.199774,2.496877,2.477001,2.495822,2.476087,
55.300000,4.668176,2.340925,-0.230010,-0.008618,-0.004498,0.198808,0.000187,-0.000509,-0.009325,-0.002999,-0.001506,0.006565,-0.000209,-0.000537,-0.009958,4.668070,2.340596,-0.228110,-0.009187,-0.010867,0.197942,2.498597,2.473025,2.496298,2.476344,
55.310000,4.668090,2.340880,-0.228022,-0.008568,-0.004480,0.197452,0.000157,-0.000524,-0.009260,-0.003058,-0.001302,0.007082,-0.000139,-0.000561,-0.009595,4.667985,2.340615,-0.225965,-0.009241,-0.008805,0.198947,2.495930,2.479989,2.493438,2.482210,
55.320000,4.668004,2.340836,-0.226047,-0.008516,-0.004464,0.196078,0.000126,-0.000537,-0.009189,-0.002939,-0.001129,0.007550,-0.000158,-0.000647,-0.009592,4.667948,2.340581,-0.223988,-0.008538,-0.007809,0.197207,2.497779,2.478332,2.493917,2.480274,
55.330000,4.667919,2.340791,-0.224086,-0.008462,-0.004452,0.194692,0.000097,-0.000548,-0.009114,-0.002638,-0.000923,0.007991,-0.000115,-0.000742,-0.009051,4.667962,2.340589,-0.222218,-0.007003,-0.006649,0.192321,2.485923,2.484273,2.483681,2.485303,
55.340000,4.667835,2.340746,-0.222139,-0.008407,-0.004443,0.193318,0.000070,-0.000557,-0.009034,-0.002282,-0.000716,0.008344,-0.000381,-0.001126,-0.009273,4.668309,2.340250,-0.220211,-0.001050,-0.011055,0.192820,2.494315,2.480808,2.488449,2.481124,
55.350000,4.667750,2.340702,-0.220206,-0.008352,-0.004437,0.191942,0.000047,-0.000564,-0.008950,-0.001778,-0.000353,0.008667,-0.000208,-0.001145,-0.009310,4.668323,2.340350,-0.218267,-0.000620,-0.008184,0.192362,2.493655,2.482265,2.489841,2.481445,
55.360000,4.667667,2.340658,-0.218287,-0.008296,-0.004433,0.190560,0.000029,-0.000568,-0.008863,-0.001269,0.000100,0.008966,0.000059,-0.001163,-0.009186,4.668324,2.340579,-0.216335,-0.000492,-0.003195,0.191154,2.490313,2.486197,2.487725,2.483209,
55.370000,4.667584,2.340613,-0.216381,-0.008239,-0.004430,0.189174,0.000017,-0.000567,-0.008774,-0.000876,0.000660,0.009222,-0.000145,-0.001053,-0.009340,4.668229,2.340312,-0.214419,-0.001579,-0.006764,0.189935,2.489606,2.485250,2.487785,2.484977,
55.380000,4.667502,2.340569,-0.214489,-0.008183,-0.004429,0.187782,0.000008,-0.000560,-0.008682,-0.000508,0.001183,0.009441,-0.000054,-0.000755,-0.009051,4.667902,2.340387,-0.212352,-0.005751,-0.004640,0.190834,2.489001,2.488168,2.487944,2.489335,
55.390000,4.667420,2.340525,-0.212612,-0.008127,-0.004429,0.186374,0.000003,-0.000548,-0.008587,-0.000134,0.001596,0.009615,-0.000350,-0.000732,-0.008874,4.667838,2.340028,-0.210648,-0.006275,-0.009257,0.187042,2.481606,2.491521,2.479374,2.493983,
55.400000,4.667339,2.340480,-0.210748,-0.008073,-0.004429,0.184967,0.000001,-0.000533,-0.008491,0.000331,0.001919,0.009706,-0.000380,-0.000616,-0.008401,4.667680,2.339920,-0.208891,-0.007579,-0.009560,0.183651,2.479289,2.489713,2.477956,2.492869,
