t,n,e,d,vn,ve,vd,phi,theta,psi,p,q,r,phiE,thetaE,psiE,nE,eE,dE,vnE,veE,vdE,T1,T2,T3,T4
36.930000,6.004362,3.080500,-2.000061,-0.000684,-0.035890,-0.000034,0.001391,0.000103,-0.007072,-0.002188,-0.001468,0.002434,0.001491,0.000162,-0.007164,6.004427,3.080702,-1.999555,0.003067,-0.033128,0.004197,2.445136,2.465543,2.445160,2.464298,
36.940000,6.004355,3.080141,-2.000061,-0.000693,-0.035754,-0.000154,0.001369,0.000088,-0.007048,-0.002163,-0.001519,0.002170,0.001078,0.000375,-0.007467,6.004187,3.079892,-1.999391,-0.001405,-0.040252,0.005676,2.447994,2.464330,2.446617,2.465975,
36.950000,6.004348,3.079784,-2.000063,-0.000701,-0.035619,-0.000287,0.001347,0.000073,-0.007026,-0.002037,-0.001570,0.001887,0.001228,0.000371,-0.007571,6.004108,3.079700,-1.999614,-0.002522,-0.036507,0.001430,2.450863,2.455905,2.448806,2.456151,
36.960000,6.004341,3.079428,-2.000066,-0.000707,-0.035487,-0.000403,0.001327,0.000057,-0.007008,-0.001854,-0.001546,0.001636,0.001401,0.000068,-0.007695,6.004432,3.079564,-1.999819,0.003039,-0.032948,-0.001841,2.448283,2.453635,2.447046,2.452532,
36.970000,6.004334,3.079073,-2.000070,-0.000712,-0.035356,-0.000486,0.001308,0.000042,-0.006991,-0.001703,-0.001444,0.001413,0.001177,0.000436,-0.007464,6.004051,3.078986,-1.999865,-0.002860,-0.036007,-0.002346,2.445010,2.453491,2.445853,2.455539,
36.980000,6.004327,3.078719,-2.000075,-0.000715,-0.035228,-0.000539,0.001291,0.000027,-0.006977,-0.001539,-0.001465,0.001199,0.001159,0.000114,-0.007401,6.004380,3.078639,-2.000077,0.002470,-0.035227,-0.005575,2.444251,2.451827,2.441953,2.451750,
36.990000,6.004320,3.078367,-2.000080,-0.000716,-0.035101,-0.000547,0.001276,0.000012,-0.006965,-0.001330,-0.001398,0.000992,0.001358,-0.000051,-0.007461,6.004567,3.078522,-1.999973,0.004639,-0.031195,-0.003410,2.448242,2.452166,2.446886,2.449189,
37.000000,6.004313,3.078016,-2.000086,-0.000717,-0.034976,-0.000534,0.001263,-0.000002,-0.006955,-0.001220,-0.001191,0.000815,0.001107,-0.000052,-0.007386,6.004606,3.077960,-1.999788,0.004714,-0.034709,0.000227,2.448242,2.457265,2.445263,2.456997,
37.010000,6.004306,3.077666,-2.000091,-0.000716,-0.034852,-0.000525,0.001250,-0.000013,-0.006947,-0.001036,-0.000910,0.000631,0.001071,-0.000037,-0.007490,6.004634,3.077558,-1.999901,0.004221,-0.035867,-0.000938,2.451569,2.451773,2.449907,2.450798,
37.020000,6.004298,3.077318,-2.000096,-0.000714,-0.034730,-0.000513,0.001240,-0.000023,-0.006941,-0.000865,-0.000593,0.000483,0.001124,0.000087,-0.007398,6.004536,3.077228,-2.000006,0.002830,-0.035081,-0.002347,2.443166,2.457451,2.442782,2.456210,
37.030000,6.004291,3.076970,-2.000101,-0.000711,-0.034608,-0.000489,0.001231,-0.000028,-0.006936,-0.000758,-0.000281,0.000308,0.001036,0.000343,-0.007410,6.004264,3.076809,-2.000007,-0.001316,-0.035689,-0.002385,2.442305,2.456994,2.441312,2.458881,
37.040000,6.004284,3.076624,-2.000106,-0.000707,-0.034488,-0.000456,0.001224,-0.000031,-0.006933,-0.000571,-0.000064,0.000104,0.001064,0.000306,-0.007393,6.004320,3.076493,-2.000174,0.000097,-0.035026,-0.004654,2.443207,2.452353,2.443086,2.453703,
37.050000,6.004277,3.076279,-2.000111,-0.000703,-0.034368,-0.000400,0.001218,-0.000032,-0.006932,-0.000369,0.000067,-0.000099,0.000973,0.000457,-0.007462,6.004154,3.076027,-2.000529,-0.002294,-0.036430,-0.009103,2.441973,2.446100,2.442359,2.447864,
37.060000,6.004270,3.075936,-2.000115,-0.000699,-0.034248,-0.000299,0.001214,-0.000031,-0.006933,-0.000159,0.000096,-0.000281,0.000885,0.000505,-0.007222,6.004079,3.075615,-2.000480,-0.003103,-0.037070,-0.007016,2.443553,2.447578,2.442089,2.451438,
37.070000,6.004263,3.075593,-2.000118,-0.000695,-0.034129,-0.000174,0.001213,-0.000030,-0.006936,0.000198,0.000034,-0.000453,0.000832,0.000369,-0.007127,6.004227,3.075167,-2.000050,0.000060,-0.038792,0.000559,2.448777,2.454738,2.447813,2.456920,
37.080000,6.004256,3.075252,-2.000119,-0.000691,-0.034011,-0.000078,0.001215,-0.000030,-0.006940,0.000594,-0.000059,-0.000620,0.000788,0.000241,-0.007277,6.004403,3.074717,-2.000284,0.003038,-0.039676,-0.002736,2.448617,2.450406,2.446701,2.452176,
37.090000,6.004249,3.074912,-2.000120,-0.000688,-0.033892,0.000017,0.001221,-0.000031,-0.006946,0.001042,-0.000128,-0.000769,0.000944,0.000221,-0.007133,6.004434,3.074493,-2.000319,0.003171,-0.036546,-0.002424,2.443617,2.457049,2.441466,2.456624,
37.100000,6.004242,3.074573,-2.000120,-0.000684,-0.033772,0.000109,0.001231,-0.000032,-0.006954,0.001460,-0.000092,-0.000945,0.000732,0.000461,-0.007150,6.004202,3.073866,-2.000568,-0.000209,-0.040396,-0.004854,2.446607,2.448147,2.445347,2.450879,
37.110000,6.004236,3.074235,-2.000119,-0.000680,-0.033651,0.000213,0.001246,-0.000033,-0.006964,0.001937,-0.000115,-0.001100,0.000994,0.000285,-0.007145,6.004404,3.073731,-2.000530,0.003154,-0.036438,-0.003353,2.445934,2.452580,2.444912,2.452124,
37.120000,6.004229,3.073899,-2.000117,-0.000676,-0.033529,0.000319,0.001265,-0.000034,-0.006975,0.002338,-0.000082,-0.001252,0.000990,0.000342,-0.007429,6.004365,3.073377,-2.000392,0.002085,-0.036225,-0.000211,2.448102,2.454927,2.446238,2.455985,
37.130000,6.004222,3.073563,-2.000114,-0.000672,-0.033405,0.000407,0.001289,-0.000035,-0.006987,0.002762,-0.000026,-0.001407,0.000970,0.000437,-0.007263,6.004260,3.072915,-2.000163,-0.000016,-0.037585,0.003365,2.448649,2.459554,2.449005,2.459233,
37.140000,6.004215,3.073229,-2.000110,-0.000667,-0.033279,0.000457,0.001316,-0.000035,-0.007001,0.003077,0.000017,-0.001573,0.000913,0.000472,-0.007311,6.004237,3.072436,-2.000233,-0.000611,-0.039217,0.002050,2.451206,2.454017,2.451043,2.456095,
37.150000,6.004209,3.072896,-2.000105,-0.000663,-0.033150,0.000486,0.001347,-0.000035,-0.007017,0.003409,-0.000016,-0.001721,0.001067,0.000535,-0.007667,6.004138,3.072182,-2.000031,-0.001894,-0.037151,0.004575,2.456153,2.453644,2.456273,2.454263,
37.160000,6.004202,3.072565,-2.000100,-0.000659,-0.033018,0.000482,0.001381,-0.000035,-0.007034,0.003692,-0.000069,-0.001831,0.001337,0.000393,-0.007717,6.004294,3.072080,-1.999996,0.001159,-0.033551,0.004593,2.454076,2.456070,2.455063,2.455241,
37.170000,6.004195,3.072235,-2.000095,-0.000654,-0.032883,0.000451,0.001418,-0.000036,-0.007052,0.003854,-0.000117,-0.001923,0.001175,0.000383,-0.007558,6.004365,3.071526,-2.000146,0.002428,-0.036818,0.001905,2.448919,2.456350,2.449233,2.457590,
37.180000,6.004189,3.071906,-2.000091,-0.000650,-0.032744,0.000416,0.001457,-0.000037,-0.007072,0.004016,-0.000210,-0.002028,0.001164,0.000277,-0.007375,6.004467,3.071103,-1.999986,0.003579,-0.037893,0.004276,2.455744,2.455840,2.453467,2.454480,
37.190000,6.004182,3.071578,-2.000087,-0.000645,-0.032601,0.000362,0.001497,-0.000039,-0.007092,0.004178,-0.000156,-0.002115,0.001120,0.000232,-0.007339,6.004578,3.070662,-1.999819,0.004470,-0.038789,0.005890,2.457171,2.455607,2.455278,2.456657,
37.200000,6.004176,3.071252,-2.000083,-0.000640,-0.032454,0.000282,0.001538,-0.000040,-0.007113,0.004412,-0.000083,-0.002183,0.001418,0.000312,-0.007313,6.004536,3.070594,-2.000116,0.003329,-0.034203,0.000451,2.450813,2.453622,2.450695,2.452658,
37.210000,6.004169,3.070928,-2.000080,-0.000635,-0.032303,0.000216,0.001583,-0.000041,-0.007135,0.004570,0.000013,-0.002248,0.001369,0.000609,-0.007385,6.004216,3.070146,-2.000152,-0.002138,-0.035611,-0.000491,2.448146,2.453333,2.449636,2.453775,
37.220000,6.004163,3.070605,-2.000078,-0.000630,-0.032148,0.000167,0.001628,-0.000041,-0.007157,0.004658,0.000022,-0.002318,0.001653,0.000638,-0.007372,6.004174,3.070100,-2.000172,-0.002650,-0.030843,-0.000202,2.446650,2.454760,2.449398,2.454899,
37.230000,6.004157,3.070283,-2.000076,-0.000625,-0.031988,0.000130,0.001675,-0.000041,-0.007181,0.004637,-0.000073,-0.002402,0.001425,0.000809,-0.007421,6.003922,3.069514,-2.000220,-0.006351,-0.035030,-0.000453,2.447376,2.453351,2.448802,2.455340,
37.240000,6.004151,3.069964,-2.000075,-0.000620,-0.031824,0.000104,0.001721,-0.000041,-0.007205,0.004640,-0.000269,-0.002494,0.001808,0.000792,-0.007447,6.003887,3.069604,-2.000234,-0.006268,-0.028384,-0.000507,2.448628,2.451345,2.452651,2.452042,
37.250000,6.004144,3.069645,-2.000074,-0.000615,-0.031655,0.000087,0.001768,-0.000044,-0.007230,0.004525,-0.000594,-0.002571,0.001798,0.000897,-0.007530,6.003678,3.069254,-2.000314,-0.008394,-0.028823,-0.001801,2.450775,2.447270,2.455732,2.446852,
37.260000,6.004138,3.069329,-2.000073,-0.000609,-0.031482,0.000085,0.001813,-0.000050,-0.007255,0.004242,-0.001014,-0.002609,0.001693,0.000959,-0.007501,6.003489,3.068778,-2.000074,-0.009945,-0.031508,0.001981,2.452097,2.451657,2.456697,2.452014,
37.270000,6.004132,3.069014,-2.000072,-0.000603,-0.031304,0.000072,0.001855,-0.000060,-0.007281,0.003867,-0.001525,-0.002628,0.001667,0.000856,-0.007719,6.003491,3.068352,-1.999670,-0.008330,-0.032976,0.007812,2.455130,2.457963,2.459498,2.458173,
37.280000,6.004126,3.068701,-2.000072,-0.000596,-0.031122,0.000014,0.001894,-0.000075,-0.007308,0.003419,-0.002096,-0.002647,0.001830,0.000617,-0.007612,6.003667,3.068180,-1.999926,-0.004641,-0.030470,0.003295,2.454394,2.452878,2.457150,2.452268,
37.290000,6.004120,3.068390,-2.000071,-0.000587,-0.030936,-0.000053,0.001928,-0.000096,-0.007334,0.002942,-0.002628,-0.002649,0.002139,0.000250,-0.007527,6.004043,3.068158,-1.999889,0.002040,-0.026273,0.002961,2.453881,2.454680,2.457344,2.449853,
37.300000,6.004114,3.068080,-2.000072,-0.000576,-0.030747,-0.000125,0.001958,-0.000122,-0.007361,0.002267,-0.003006,-0.002638,0.002277,0.000033,-0.007579,6.004254,3.068020,-1.999869,0.004909,-0.024272,0.002789,2.452410,2.458125,2.453262,2.451488,
37.310000,6.004108,3.067773,-2.000073,-0.000563,-0.030555,-0.000199,0.001980,-0.000152,-0.007387,0.001462,-0.003104,-0.002636,0.002386,0.000104,-0.007353,6.004215,3.067906,-1.999820,0.003552,-0.022805,0.003335,2.449272,2.460284,2.451525,2.455937,
37.320000,6.004103,3.067467,-2.000075,-0.000546,-0.030361,-0.000279,0.001995,-0.000183,-0.007414,0.000585,-0.003108,-0.002666,0.002089,0.000211,-0.007064,6.004073,3.067318,-2.000129,0.000655,-0.027600,-0.001361,2.447535,2.454929,2.448461,2.451390,
37.330000,6.004097,3.067164,-2.000078,-0.000527,-0.030165,-0.000335,0.002001,-0.000214,-0.007440,-0.000275,-0.003018,-0.002710,0.002295,0.000098,-0.006938,6.004186,3.067237,-2.000347,0.002201,-0.024407,-0.004590,2.442940,2.454437,2.445617,2.449193,
37.340000,6.004092,3.066862,-2.000081,-0.000505,-0.029969,-0.000350,0.001998,-0.000244,-0.007468,-0.001242,-0.002856,-0.002776,0.002140,0.000059,-0.007044,6.004198,3.066821,-2.000558,0.001828,-0.026657,-0.006984,2.442660,2.451549,2.442615,2.447764,
37.350000,6.004087,3.066562,-2.000085,-0.000479,-0.029773,-0.000319,0.001986,-0.000273,-0.007495,-0.002149,-0.002591,-0.002856,0.002059,-0.000191,-0.007265,6.004449,3.066495,-2.000361,0.005912,-0.027402,-0.002937,2.449352,2.452626,2.446856,2.448293,
37.360000,6.004082,3.066265,-2.000088,-0.000451,-0.029579,-0.000274,0.001964,-0.000299,-0.007524,-0.002939,-0.002138,-0.002930,0.002281,-0.000017,-0.007339,6.004237,3.066515,-2.000023,0.001405,-0.022785,0.002437,2.452177,2.457037,2.452280,2.452423,
